year,rating,num_reviews,price,body,acidity,type_2
0.4977299317314791,3.593151687989632,0.0571695095948827,0.6894548704200179,1.296956309990759,0.2326697938730825,11
0.4977299317314791,2.725079228346712,0.2867803837953092,0.7110813226094727,1.296956309990759,0.2326697938730825,11
0.1640577611728178,2.725079228346712,0.0879530916844349,0.7612153708668453,1.296956309990759,0.2326697938730825,11
0.3308938464521485,2.725079228346712,0.0690298507462686,0.420911528150134,1.296956309990759,0.2326697938730825,11
-0.836958750503166,2.725079228346712,0.042910447761194,0.9489722966934764,-0.3502347824343055,0.2326697938730825,10
0.3308938464521485,2.725079228346712,0.0382462686567164,0.4877569258266309,-0.3502347824343055,0.2326697938730825,12
0.4977299317314791,2.725079228346712,0.0366471215351812,0.5089365504915103,1.296956309990759,0.2326697938730825,11
0.4977299317314791,2.725079228346712,0.0354477611940298,0.79124218051832,1.296956309990759,0.2326697938730825,11
0.4977299317314791,2.725079228346712,0.0318496801705756,0.9562109025915996,1.296956309990759,0.2326697938730825,18
0.3308938464521485,2.725079228346712,0.0307835820895522,0.3194816800714923,1.296956309990759,0.2326697938730825,18
0.6645660170108098,2.725079228346712,0.0301172707889125,0.3402144772117962,-0.3502347824343055,-3.4582847873180653,17
0.8314021022901404,2.725079228346712,0.0259861407249466,0.5531724754244862,-0.3502347824343055,0.2326697938730825,12
0.3308938464521485,2.725079228346712,0.0149253731343283,0.4548704200178731,1.296956309990759,0.2326697938730825,18
0.6645660170108098,2.725079228346712,0.0143923240938166,0.9552278820375334,1.296956309990759,0.2326697938730825,11
-0.336450494665174,2.725079228346712,0.0130597014925373,0.7229669347631814,1.296956309990759,0.2326697938730825,4
0.4977299317314791,2.725079228346712,0.0089285714285714,0.1352100089365505,-0.0892755870935479,0.0356167772181127,12
-1.0037948357824966,2.725079228346712,0.0051972281449893,0.6344950848972296,-3.6446169672844335,0.2326697938730825,2
0.4977299317314791,2.725079228346712,0.0045309168443496,0.949597855227882,1.296956309990759,0.2326697938730825,11
0.9982381875694712,2.725079228346712,0.0031982942430703,0.5442359249329759,-0.3502347824343055,0.2326697938730825,12
0.4977299317314791,2.725079228346712,0.0031982942430703,0.4459338695263628,-0.3502347824343055,0.2326697938730825,12
0.8314021022901404,2.725079228346712,0.0026652452025586,0.8569258266309204,1.296956309990759,0.2326697938730825,18
0.8314021022901404,2.725079228346712,0.0022654584221748,0.7710455764075067,1.296956309990759,-7.149239368509213,8
